dataset,id,s10_n100_raw_selected_index,s10_n100_raw_selected_rmsd,s10_n100_raw_oracle_rmsd,s10_n100_refined_selected_index,s10_n100_refined_selected_rmsd,s10_n100_refined_oracle_rmsd,s25_n40_raw_selected_index,s25_n40_raw_selected_rmsd,s25_n40_raw_oracle_rmsd,s25_n40_refined_selected_index,s25_n40_refined_selected_rmsd,s25_n40_refined_oracle_rmsd
astex,1uml,24,1.9123724993222635,1.9123724993222635,24,1.8275526930920134,1.8275526930920134,7,3.4897113369778707,1.7218629321189676,24,1.7146567911644874,1.7146567911644874
astex,1unl,42,0.755881125125702,0.755881125125702,94,0.6799896665393709,0.6799896665393709,10,0.9241331530514616,0.9241331530514616,10,0.8785119271581349,0.8785119271581349
astex,1uou,44,0.28856034930375524,0.28856034930375524,44,0.3427122104011681,0.3427122104011681,26,0.2951009085281331,0.2951009085281331,4,0.3927692464036171,0.35585411120709226
astex,1v0p,71,1.7360015250191256,0.7653502465924885,58,1.718528993564018,0.6126951090875276,29,0.8770328680195794,0.8770328680195794,13,1.9285147055384895,0.8653678982657451
astex,1v48,10,0.7463063291528566,0.5651094906935612,93,0.6502468923982431,0.5526877603519815,9,1.2347801261780162,0.5779449975702533,27,0.5223567466388989,0.5223567466388989
astex,1v4s,46,0.908212466104533,0.8005924238676732,97,0.7894536930696064,0.7894536930696064,5,1.101735592123965,1.101735592123965,5,0.981907168028964,0.981907168028964
astex,1vcj,30,1.6139847993054952,1.1290916498153847,80,1.7420554758785702,1.0575411663060645,30,1.6071085336233937,1.0114052497137287,10,0.9413706980826038,0.9413706980826038
astex,1w1p,14,0.5412247300106925,0.3887196814580062,65,0.584931249617795,0.5324355122686153,34,0.5789286734909215,0.41312546008871703,31,0.5589350293537532,0.5435027519300253
astex,1w2g,27,1.018701666441408,0.6753846239275303,96,0.790685620714579,0.7226331962031399,27,0.9986011207633431,0.7470612890356568,27,1.0644111620853387,0.7443918471162526
astex,1x8x,90,0.7191956992256304,0.5065819700122773,42,0.8600569779725512,0.37694412561863017,10,1.0010670196065312,0.23685767246999775,10,1.014903766726449,0.2352644278268295
astex,1xm6,42,1.196782565108992,0.6350669434002788,30,2.1324003833505856,0.609815800226941,30,1.93158538049252,1.25852086626848,30,1.9378907782279504,1.235602844332694
astex,1xoq,3,1.735375340352961,1.735375340352961,3,1.5517406134785174,1.5517406134785174,3,1.663222161500718,1.663222161500718,3,1.5792398769404432,1.5792398769404432
astex,1xoz,21,0.36481939813801445,0.3402546566654783,64,0.4960381725801353,0.2974579922464787,21,0.3912088307922364,0.3912088307922364,21,0.41039798174789976,0.3973915235265534
astex,1y6b,60,1.6069466745437297,1.5832912846467515,60,1.6268336044148972,1.4778456829207745,17,1.550860871165485,1.550860871165485,17,1.5191427877254766,1.5191427877254766
astex,1ygc,18,2.983070751284424,1.5987746712411581,18,2.9531849192257154,1.602840417554252,18,2.838701882858231,1.8264903803096142,18,2.780621219462199,1.8119167046857059
astex,1yqy,54,0.8948613361654557,0.7101298669514192,11,0.5897956542048234,0.5897956542048234,11,0.6051550295179119,0.6051550295179119,11,0.5830185748978622,0.5830185748978622
astex,1yv3,38,0.23264808181411875,0.23097453281619726,97,0.6503038027557224,0.4454728725022629,14,0.26537046837319744,0.21796895279133469,14,0.6475695565201492,0.44271841042612425
astex,1yvf,64,0.959432943525632,0.959432943525632,64,0.8809695229487405,0.8809695229487405,20,1.129297152351318,1.129297152351318,20,1.0833831957819882,1.0833831957819882
astex,1ywr,85,0.5314771634037764,0.5314771634037764,85,0.5509386820535193,0.5509386820535193,27,1.6539111462786864,0.8015625090044731,27,1.6529191562940393,0.6329911661281947
astex,1z95,62,1.0477476736879516,0.6122516919657782,62,1.0768367258268767,0.576445816892985,4,1.099701789549073,0.7261602337157237,34,0.6903242975178865,0.6903242975178865
astex,2bm2,87,2.201084211082308,1.100174400653791,21,1.3287031029284009,1.0171680689130633,23,2.396304558606188,1.364800305206235,21,1.3756430609456511,1.3756430609456511
astex,2br1,51,1.0433777427067736,0.9411304268215708,41,0.8556077820456148,0.8556077820456148,36,1.3684516406234255,1.1377793411534756,36,1.3673766578424276,1.1330108533823313
astex,2bsm,14,1.0353678121087257,0.8854652859016137,41,0.8341957327054897,0.7695264078319589,14,0.9610478049491918,0.8015754481922359,14,0.9526534641326602,0.7174595629317839
posebusters,5sak_zry,57,5.262061595916748,4.745128631591797,13,5.273906707763672,4.64280891418457,12,5.254327297210693,4.757445812225342,13,5.270689964294434,4.750200271606445
posebusters,5sb2_1k2,39,0.5561906861367175,0.5561906861367175,47,0.8983027873145082,0.34142465462597693,20,0.44179677678636964,0.44179677678636964,20,0.3636203723684337,0.3636203723684337
posebusters,5sd5_hwi,89,0.7343432572913402,0.7343432572913402,89,0.8997360949093106,0.8775336815129859,10,1.1690366185911747,1.0558074224448109,3,1.485945043055689,0.9639189868293442
posebusters,5sis_jsm,77,1.123195934339001,0.9776818574203924,77,1.119712659613204,0.7606627218338969,23,1.441887958983955,0.9483020574739877,23,1.4106019446722395,0.8986931613534169
posebusters,6m2b_ezo,13,0.7264961011571504,0.5558985270768231,13,0.6433967864599429,0.5769902721436959,13,0.6081522881231294,0.6081522881231294,13,0.5241213446888427,0.5241213446888427
posebusters,6m73_fnr,31,0.5566830769778301,0.5566830769778301,31,0.43873223860362337,0.43873223860362337,0,0.6052029156119717,0.5357636743340718,31,0.4162106527277928,0.4162106527277928
posebusters,6t88_mwq,6,0.40208837201461073,0.24183402154471828,43,0.6283745538414572,0.6283745538414572,6,0.425140559022925,0.24422165374581412,13,0.6369562480768177,0.6369562480768177
posebusters,6tw5_9m2,22,1.204875395083987,1.204875395083987,34,1.2441853211551068,1.2338815900528055,34,1.3354678636272614,1.323327227261326,34,1.1881440479906977,1.1881440479906977
posebusters,6tw7_nzb,22,5.211921523062612,1.5031321957779473,92,4.390295663726626,1.4326890170596658,22,5.242340909794134,2.0960098621970276,22,5.264568166368715,2.102897882433069
posebusters,6vta_akn,59,4.958936054544156,2.848350317694772,53,7.057542091358775,2.7918423282169815,38,3.4634643701492682,2.878141861776777,18,2.7966446013013275,2.7966446013013275
posebusters,6wtn_rxt,77,0.575104278776643,0.575104278776643,77,0.5533353013546657,0.5533353013546657,3,0.7577669373715329,0.7577669373715329,3,0.6375629327923318,0.6375629327923318
posebusters,6xbo_5mc,11,0.6582192901695979,0.36930359586298545,67,0.39087791107919384,0.39087791107919384,11,0.6679637480093421,0.6262141350140573,37,0.5557513413634043,0.5511295636614117
posebusters,6xct_478,70,1.7059597533540645,0.8706120920949438,57,0.8282952969062164,0.7904971762690719,13,0.8195865956006796,0.8195865956006796,13,0.8250631493509263,0.8250631493509263
posebusters,6xg5_top,5,0.237141698249399,0.237141698249399,5,0.2489591754986297,0.2489591754986297,5,0.2790419877437266,0.2790419877437266,5,0.30419000681725006,0.30419000681725006
posebusters,6xht_v2v,8,1.1753384042755082,1.146955802390911,41,1.2816163094443231,1.1364604638945888,14,1.2470970119288334,1.1376317741011976,14,1.3094927005007684,1.053020005952412
posebusters,6xm9_v55,57,0.6590788645918683,0.6378302283491571,53,0.45609452048451776,0.45609452048451776,28,0.5341569401473264,0.5341569401473264,28,0.5585367148475341,0.5585367148475341
posebusters,6yja_2ba,62,3.0073427498395797,3.0073427498395797,9,6.375637921251788,3.173934962026322,30,3.940266901370851,3.698944581276858,9,6.712682614161676,3.7470412927988357
posebusters,6yms_ozh,84,2.306888415395618,1.9470291832146167,84,2.2715588026577187,1.9871841786975644,4,1.868287563473824,1.868287563473824,4,1.8144900200758236,1.8144900200758236
posebusters,6yqv_8k2,5,1.0683780415678383,0.9338731295169815,5,1.0723628585650953,0.8778406481743937,5,1.1484845202586216,0.6606658987425316,5,1.1038235548674036,0.5939693879166364
posebusters,6yqw_82i,75,0.38172742872897714,0.2639320895133733,11,0.48820922440453074,0.13052749089049043,1,0.33713030869112076,0.26397778105016195,1,0.3748608221370597,0.17060418071577274
posebusters,6yr2_t1c,4,3.375270341863824,1.6452579455861693,89,2.6591156565327774,1.574173832184686,5,1.6529141952580577,1.6529141952580577,13,2.5573672576827566,1.593019245493447
posebusters,6yrv_pj8,77,0.9650734186330399,0.9650734186330399,77,0.9154690752930356,0.9154690752930356,26,1.0619104474112269,1.0619104474112269,26,1.0371899729861096,1.0359035763504407
posebusters,6ysp_pal,69,0.8970240901064888,0.6371845150262206,69,0.9543639038199969,0.6395268289206495,23,0.7922781666774839,0.7922781666774839,23,0.8093315672124798,0.8093315672124798
posebusters,6yt6_pke,64,1.261713598046794,1.0017646381114047,13,1.217732974462762,1.0212620000307013,10,0.8138318526870418,0.8138318526870418,13,1.197324127003548,0.8151505627266579
posebusters,6yyo_q1k,42,1.164891788861728,0.8030265665305066,42,1.1606932406402752,0.8354825655279065,21,0.9466871602923982,0.9466871602923982,34,1.1378812519771584,0.9384360502346899
posebusters,6z0r_q4h,0,0.2168094256382217,0.17677877443824536,0,0.21699002837491166,0.17792475909256517,0,0.19261515954958536,0.1743235328738512,0,0.19372764114159172,0.17457458814181812
posebusters,6z14_q4z,23,0.6029501771672325,0.6029501771672325,23,0.6650642417608705,0.6650642417608705,2,0.6727192171197344,0.6487188317569441,2,0.7111350196957168,0.6967575261736636
posebusters,6z1c_7ey,29,0.49392029449836566,0.37576033648563145,15,0.37436227716054665,0.37436227716054665,29,0.46774225866727637,0.42906979439130627,29,0.4795963698540751,0.43840551902558333
posebusters,6z2c_q5e,83,0.8447119939303072,0.8447119939303072,25,0.9814477468473475,0.8132529547581729,25,0.9700695191071592,0.7901311988393952,25,0.9630191587287158,0.7002717827597875
posebusters,6z4n_q7b,4,4.790508322298863,0.6747804852482832,52,0.7423863751950075,0.48800675416248307,4,4.859927863677449,1.169697866884875,13,0.5629093831831558,0.5629093831831558
posebusters,6zae_acv,52,1.6823390996471665,1.600396618772456,58,2.2891897077373597,1.653391270392264,10,1.7323656937540783,1.6511086906012935,10,1.7759013854919947,1.6686699164580117
posebusters,6zc3_jor,87,1.068442667200187,0.9970641141986851,66,1.074039869310606,1.0177536095505353,9,4.287025651220006,1.028392313091185,4,1.0977122763502483,1.0688254657068712
posebusters,6zcy_qf8,54,3.1566979502619326,0.7642273276444884,0,0.5386617031570968,0.5386617031570968,13,0.555613861889946,0.555613861889946,0,0.5053544800202168,0.5022163789742968
posebusters,6zk5_imh,66,5.517903804779053,4.257129192352295,45,5.4817023277282715,3.5075764656066895,11,5.507954120635986,3.3628904819488525,11,5.513998508453369,3.0109810829162598
posebusters,6zpb_3d1,82,0.6406949811516227,0.5308864557094081,91,1.0967110662475645,0.4949270091795591,3,0.8602110655064215,0.5208470938392472,3,0.8272386733038026,0.5578574496065977
posebusters,7a1p_qw2,61,4.213456447946721,1.070142152241774,55,0.9677339488374607,0.9677339488374607,30,0.9237114649839663,0.9237114649839663,30,0.941134472073849,0.941134472073849
posebusters,7a9e_r4w,73,1.5460966345516312,1.084035109180472,66,1.2757041112963727,1.1112342134022557,14,1.4333629272281387,1.0703385955200824,33,1.6151864713327924,1.1183216147518908
posebusters,7a9h_tpp,14,1.13844643318342,0.8794782654871374,25,1.702265552683136,0.7893401733500177,25,1.7035121196192775,0.7437590928723772,25,1.6237520766684546,0.6954184459815984
posebusters,7afx_r9k,43,0.6148667274836885,0.2627432811350729,81,0.6306356468113111,0.17064634187140681,30,0.3924460321794576,0.3924460321794576,30,0.3720070525716455,0.3720070525716455
posebusters,7akl_rk5,25,0.3703765267680541,0.25934613392356376,18,0.6063956107201506,0.40060003641945835,25,0.32299813399421423,0.26769803639615025,18,0.5751898378283332,0.3904300962691955
posebusters,7an5_rdh,97,0.2848441839899477,0.2848441839899477,59,0.3870057800270136,0.28697022048975335,19,0.35989200389425097,0.32725559478759736,19,0.35404629243488706,0.35404629243488706
posebusters,7b2c_tp7,69,1.4659003502363872,0.9787274157653416,69,1.4141344114903094,0.9838328904467287,3,1.130355862310676,1.0212364646799998,3,1.160977586472017,1.004878424919856
posebusters,7b94_anp,6,1.7824934997399455,1.0124269881577674,13,1.808438371707505,0.9174352872673934,6,1.7909805023009095,0.9868818635699487,6,1.7947680160742063,0.8618615293304139
posebusters,7bcp_gco,42,0.8588960100692548,0.8588960100692548,42,0.7001831570233452,0.7001831570233452,31,1.6459847694431735,0.8989702167067024,29,1.4715524513759168,0.8710771827615946
posebusters,7bjj_tvw,26,2.9009538935484867,0.2251503036061733,91,2.8876494394307852,0.34378586477861345,13,2.921405117642345,0.37222453230864183,2,2.9302105917968633,0.4323896153490923
posebusters,7bka_4jc,28,1.0755748221205788,0.25383324339407404,14,1.034363914983699,0.23731260813521107,28,1.0488362845612116,0.30117861056171874,14,1.0408566259568814,0.29034654392985104
posebusters,7bmi_u4b,13,0.851166305965784,0.355688693698085,58,0.33330035671131303,0.33330035671131303,13,0.5425749660821578,0.5072099316727611,13,0.47323953230818466,0.44304139730331843
posebusters,7bnh_bez,82,0.3738364887841044,0.3738364887841044,82,0.38663876770383343,0.38663876770383343,20,0.9054040088892483,0.4021769306246645,13,0.4743497342857331,0.4743497342857331
posebusters,7btt_f8r,76,1.2393083610936402,1.0056263713087334,47,1.3591888916311066,0.9731889662480768,18,1.680405764362425,1.5279940140234405,18,1.6555585931527599,1.3176726365144646
posebusters,7c0u_fgo,92,10.340346658151645,2.5650637653030697,32,2.4891037085949317,2.3079166694267217,32,2.4307187632737244,2.4307187632737244,32,2.333205355211484,2.333205355211484
posebusters,7c3u_azg,13,3.0608490546097964,0.2368447616765774,9,3.02657365497169,0.3006900696245038,9,3.0252384228082776,0.3071171605244824,16,3.0254414761401742,0.3046583874175592
posebusters,7c8q_dsg,80,1.012812970224453,0.5973008500851885,26,0.6232919715558549,0.4494373639840482,26,0.5768930812242283,0.5768930812242283,10,1.0870016806127245,0.5958500211831238
posebusters,7cd9_fvr,24,1.1834363369779588,1.1834363369779588,24,1.0570600536654309,1.0570600536654309,24,1.1137948514673073,1.1137948514673073,24,0.9201198989140255,0.9201198989140255
posebusters,7cij_g0c,2,0.5762288013351013,0.5762288013351013,83,0.7932207803149212,0.6186580468396498,2,0.5366360536610604,0.5366360536610604,22,0.8454915893650755,0.5541729024290225
posebusters,7cl8_tes,30,0.40004115524334477,0.3982946715141041,30,0.6644371761650917,0.6005594076077783,8,0.46147256043918383,0.46147256043918383,8,0.6837847579562459,0.6524867660646952
posebusters,7cnq_g8x,68,0.6530290813606581,0.2623834385800313,80,0.8883203977464381,0.4543156209791775,6,0.5776300428707711,0.27416260817838584,37,0.8171659781355837,0.4855920753344709
posebusters,7cns_pmv,81,1.2628297009412193,1.2628297009412193,37,1.2242699889118107,1.2242699889118107,37,0.8477965109501817,0.8477965109501817,37,0.8367537777945743,0.8367537777945743
posebusters,7ctm_bdp,23,0.25138183721234675,0.20461060333363107,27,0.4972442611720783,0.2516891233174938,23,0.2717087594044703,0.20932184098050766,36,0.3910751353603539,0.23241104687223552
posebusters,7cuo_phb,85,1.1215553327190704,0.11911041208763204,19,0.46736100142712506,0.24769298691125424,21,0.45877254955675295,0.22910815553234987,30,0.6942479489310556,0.30569865524867107
posebusters,7d5c_gv6,42,1.4721861953199036,1.4721861953199036,42,1.3533453964849085,1.264558378300776,19,1.523287049939366,1.5080019122050619,19,1.229143936829793,1.229143936829793
posebusters,7d6o_mte,33,0.43427330299976097,0.3701770188141144,24,0.6719581976353708,0.37234676202971995,36,0.4451070540071388,0.36733958796952765,14,0.37366665830674106,0.37366665830674106
posebusters,7dkt_glf,57,0.3039470194174743,0.3039470194174743,57,0.22685109329838657,0.22685109329838657,15,0.16912112619556366,0.16912112619556366,15,0.22466631631601033,0.22466631631601033
posebusters,7dql_4cl,10,0.19554087007604995,0.19554087007604995,10,0.35594841172729447,0.35594841172729447,10,0.2804449925104806,0.2804449925104806,10,0.382137828599311,0.382137828599311
posebusters,7dua_hj0,5,0.2024981028972561,0.2024981028972561,22,0.269961170631612,0.2569653099538959,22,0.263098974436404,0.21878941339986457,22,0.2600011329050763,0.2600011329050763
posebusters,7e4l_mdn,59,0.8872108957564983,0.40584173487762065,37,0.7513758050856622,0.3285600913726286,4,1.0444287638763567,0.397814014427074,37,0.9220343055730915,0.32400024723594945
posebusters,7ebg_j0l,43,0.43777310213668624,0.3986154170320248,43,0.39851189170248547,0.3620722574740472,12,0.35853568322320406,0.30486975443469116,12,0.34398226388869163,0.28680110860847685
posebusters,7ecr_sin,37,0.39177561503448477,0.38982477048826986,37,0.557833615349839,0.5333382411571221,23,0.36812770927624533,0.36812770927624533,4,0.6014444934603428,0.6014444934603428
posebusters,7ed2_a3p,65,5.0020952574463315,1.080547036658671,24,1.0228229338406483,1.0228229338406483,24,1.2145372624902575,1.2145372624902575,24,1.176537569478367,1.176537569478367
